"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"692","M",0.503185376511325,0.392228591951255,0.132074995064526,0.681687409726199,0.329273785502392,0.22393312565171,0.168928273223634,12
"693","F",0.607230391579755,0.437740378702612,0.173495861292339,0.793269770124438,0.321646945183204,0.165976151088169,0.209659238286548,17
"694","F",0.598470502328242,0.489472899137919,0.183874525539101,1.07340232149793,0.461109116390518,0.268086501667142,0.36307080136871,11
"695","I",0.605702509005002,0.456241386896499,0.152685246451379,0.842737688096769,0.389594951558434,0.19079374922337,0.228602846550839,10
"696","I",0.382356052252727,0.28297202651504,0.0962788298789765,0.233396054023936,0.115623815452641,0.0468910971247481,0.05580565303174,7
"697","M",0.579773817315325,0.422236841965688,0.126523685747818,0.655886796372123,0.321374603166469,0.166115140392303,0.211296326428959,7
"698","F",0.706351832831421,0.541049026979259,0.21021156483265,1.57536455472137,0.744373248868211,0.420961815642891,0.467937074976165,12
"699","M",0.573190979862056,0.432788868254404,0.175493503561445,0.85369843607655,0.293477327072382,0.175445649496404,0.404844079679391,14
"700","F",0.631485333139534,0.479686176550764,0.197440442196462,1.13486867095112,0.407246140964115,0.244556946227686,0.333899188157366,12
"701","I",0.559516055328987,0.421024230247484,0.151443294036467,0.80448723542397,0.322313558852939,0.168960521032505,0.246453860369609,10
"702","I",0.419802846815549,0.322301797161669,0.0904830719354263,0.373505640632157,0.136039278140045,0.0855633877683835,0.0947841525371106,12
"703","I",0.243706322584871,0.183330033374122,0.070155640019813,0.0801629323486449,0.0272368239911646,0.0157177937358778,0.0234612948042944,4
"704","F",0.599292168957748,0.464558303002366,0.153605597562009,1.00471724246326,0.471464831116638,0.208636916890168,0.2273778681429,9
"705","F",0.474975823504449,0.358511690586847,0.140687201642727,0.457931070430227,0.209324283464339,0.105086055754352,0.155542066766258,8
"706","M",0.549032555328557,0.450005247721101,0.140790659509486,0.791803062374156,0.467971295858687,0.167012560452335,0.204927688246481,7
"707","I",0.328809701416566,0.258775206565048,0.0693273925462322,0.182812851585528,0.100246453287675,0.038820453205173,0.0473664596436365,6
"708","F",0.601824335310436,0.481364890367676,0.166850336190263,1.14322043457821,0.436882892814197,0.190241490748536,0.335462997770318,17
"709","I",0.445434507032456,0.328926196966454,0.14899732752335,0.454771547556269,0.185047338031404,0.10488769769577,0.126737932036245,16
"710","F",0.706589288639624,0.560097689119943,0.211820118085797,1.78640359014513,0.749651831038999,0.381566286987837,0.545507433214931,10
"711","F",0.506744673528125,0.385030284512103,0.124348705247647,0.675396941379129,0.308436203274247,0.146786929012971,0.192187487226344,12
"712","I",0.463495741323808,0.356166662061879,0.11137812751853,0.378046320807831,0.199810147608558,0.0855504542793814,0.125191951145721,6
"713","M",0.527549444585738,0.412329920802627,0.151558627173547,0.788716110369599,0.334518569197527,0.12561573699602,0.270574726455407,13
"714","I",0.502770012974152,0.382040444549526,0.127528626191949,0.599409044864372,0.215767345949092,0.150198699061945,0.20262103791971,8
"715","M",0.603619646717712,0.432899669815656,0.145656563937609,0.883222426409106,0.412354194972437,0.178640795971863,0.25075849489839,9
"716","F",0.600186430708919,0.449088358332488,0.137138006961946,0.915816121644689,0.432952273998239,0.19652618126046,0.242124676735388,11
"717","I",0.490699305731475,0.35298503536831,0.112321520426933,0.503541313453772,0.214603351414558,0.117608465977013,0.132592877750973,8
"718","I",0.4200110360575,0.296340514323131,0.0766872803321294,0.306203371364873,0.133532662429967,0.0664997495371735,0.0888067738738183,7
"719","M",0.575402323645346,0.454391748618296,0.149261656551139,0.787071977763462,0.343545395769218,0.186451798479225,0.21993460147728,11
"720","M",0.622502158025892,0.481365177867773,0.171235994726946,1.0512598743946,0.486847120980674,0.247146067329281,0.292327797068879,10
"721","M",0.656868060390505,0.56816330630211,0.201477322876399,1.8417481522513,0.862552959908543,0.300747031409849,0.454015128249963,8
"722","I",0.434112521687255,0.343048351070443,0.130218029492484,0.399550292339293,0.166838446603718,0.0866756977476123,0.137256029348879,8
"723","I",0.330955372448574,0.254366083944972,0.0775134343866974,0.205409848072971,0.0871924907557611,0.0235431708915443,0.0484919956094719,6
"724","I",0.234139567339756,0.110891084349192,0.0357709686498845,0.0183795241333957,0.00720925022919978,0.00470307272896938,0.00444320732922881,5
"725","I",0.560944975754646,0.425081398419621,0.128633442846384,0.722607342460462,0.313707433866946,0.196348855832746,0.224794843797272,9
"726","F",0.550837947288342,0.432882430609318,0.1206673406666,0.719681614827411,0.305165144810849,0.134671877173595,0.217290197029356,11
"727","M",0.592639971654025,0.46425665486776,0.15511625646674,0.995235515368267,0.483073683977851,0.27885059476174,0.252294403678901,10
"728","I",0.341284945236006,0.257068185037446,0.0853492595700787,0.170715816835597,0.0691102378699761,0.0352663823107723,0.0564091629849431,11
"729","I",0.314529914147185,0.233709937665058,0.0762740663021687,0.109505038344285,0.0510752240543858,0.0293263728536337,0.0416504177737015,6
"730","I",0.400449878612839,0.234029430586264,0.0951734100175639,0.383788257849174,0.136911669902781,0.0708232432212613,0.0949162573754386,7
"731","I",0.465301184685256,0.358216958681515,0.129933847569534,0.435609367535156,0.198063585973862,0.0991187769119948,0.104251358964873,12
"732","M",0.638276426056367,0.49798438767391,0.161557381147553,1.28483221790512,0.605148445030721,0.277931934252449,0.412909830562137,9
"733","M",0.7408172440085,0.550106527429373,0.200001955861924,1.61585289161226,0.688831380668101,0.369043766070721,0.399333636884535,11
"734","F",0.630098309466065,0.464444970581136,0.146236855874834,1.05045455786186,0.422578734280369,0.159592085441913,0.28242325405677,9
"735","I",0.379947780026927,0.268648184412653,0.0978558060983115,0.24919587234821,0.0997495532353912,0.0599094196488343,0.0744233667111539,7
"736","I",0.621049274610136,0.532284885248046,0.168831486499265,1.04194179618509,0.548133602389575,0.286161847428039,0.321898874637657,15
"737","F",0.752197467506269,0.572019993796395,0.211160682284269,2.25183847613207,1.17042882435275,0.542950611134071,0.548068418498266,9
"738","F",0.651890138261588,0.490902932083874,0.189707802039002,1.50175119889211,0.562497342728619,0.30579025971416,0.464158351063972,14
"739","I",0.368819187622529,0.288660056697334,0.0828705307128234,0.227442621225874,0.0991279530562304,0.0401972351551975,0.0820022172838657,6
"740","M",0.464414246536337,0.38678993322713,0.115064359265128,0.48757653853052,0.228495133579672,0.136354625576599,0.134899181764468,12
"741","M",0.497892431137198,0.391495802330714,0.134670448468954,0.677935280180417,0.27894716341774,0.139308662324845,0.17807179341666,12
"742","I",0.538259093153706,0.43963760416337,0.137010782082518,0.849116394676299,0.336437097870701,0.170704482640491,0.242865538246185,9
"743","M",0.581363343866849,0.471899075427773,0.144142779803568,1.00438632348796,0.336207878567023,0.208123401921117,0.255836627250072,10
"744","M",0.529970805838928,0.402188376952376,0.175046899054538,0.89695601964036,0.344654726881921,0.206728282952185,0.30617832547701,10
"745","M",0.575889462769542,0.440665790909831,0.163077998748076,1.09865026499839,0.5596728816276,0.224876576732221,0.249686353573657,11
"746","M",0.681751956728322,0.52183546176998,0.199116940414923,1.36180705423693,0.826047546474978,0.376152267682873,0.449818636773808,13
"747","F",0.629150760104827,0.496319644720642,0.139344738014378,1.14890316772484,0.445712368078031,0.270469511450927,0.31659073753207,18
"748","M",0.662504268299738,0.523600680485288,0.179844837639979,1.33505500040489,0.570877134977544,0.327695030958605,0.435605537002863,13
"749","M",0.483681686475287,0.41037715228031,0.162750292314894,0.593023509653201,0.268623393701754,0.169419381657922,0.190781968861176,10
"750","I",0.525464901318968,0.391469382230251,0.148471643514046,0.605903830784794,0.249724192025157,0.131948559217447,0.209318309547518,12
"751","I",0.348008313793741,0.287172962945882,0.07935235476608,0.196789682752418,0.077609076272961,0.0356459547837346,0.0640992931207786,7
"752","F",0.637665863735919,0.523971734749498,0.18780352473238,1.42396250811662,0.589253237064693,0.275318591312799,0.39839425799336,14
"753","I",0.488182051683857,0.384203600174851,0.125377522988496,0.580830769948812,0.207456415304784,0.124016135631481,0.156769146937645,10
"754","F",0.596196252316925,0.48139030378497,0.179070482389576,1.31052213138852,0.599896005864336,0.289915093335664,0.335658272527434,8
"755","I",0.377174642692574,0.280181941678707,0.0925032645738541,0.245975993978683,0.132733982594744,0.0431231390442944,0.0763032284073634,8
"756","M",0.619788751076747,0.467709021463023,0.148609634369287,1.17206741169402,0.514711186371995,0.248972502753102,0.323701347045584,9
"757","I",0.536554249812093,0.451256693310764,0.137050469033648,0.701926415409441,0.347936072725714,0.15117954496686,0.235580235549523,8
"758","M",0.523525316197703,0.420773158555803,0.170007088183676,0.827824126623321,0.318787877092596,0.198222679652711,0.270785817771963,13
"759","I",0.448632148251668,0.359908133534053,0.147477725081855,0.519234962006717,0.224134687914063,0.101026926265344,0.177148396093135,15
"760","M",0.508216112494528,0.350648687256867,0.114965802626739,0.525811844388727,0.223706623768805,0.125445224821851,0.166194587350346,7
"761","I",0.400366512365411,0.318328728894595,0.106356613828847,0.302380542613879,0.110634502639863,0.0627315695457868,0.0719792913008911,10
"762","F",0.370191198748964,0.288686823612299,0.0894601323432614,0.255967844794466,0.119187880835897,0.0507934422209052,0.0848593360177087,8
"763","M",0.153235732043995,0.135014874979657,0.0513834333378638,0.0202152588095778,0.00231083936200593,0.00477604451403859,0.00625418543643297,3
"764","M",0.483468184955754,0.380679074901948,0.121081490828654,0.62425705852743,0.216212417853864,0.131698881849663,0.196322835962727,8
"765","I",0.467800492724655,0.360864848427126,0.111612052580412,0.472623831964408,0.210080816662907,0.100491372457489,0.148385999497301,8
"766","I",0.470265362591425,0.332537283597939,0.116722954974486,0.420436012138818,0.143620108951306,0.107722508244229,0.119920019275997,16
"767","M",0.651205508978583,0.522365444233501,0.202035267713686,1.45271812245135,0.723481129987907,0.333501140847308,0.449917066142266,8
"768","M",0.593407214687763,0.462445286642508,0.133570281839828,0.991817666666908,0.444172069900567,0.186606288520678,0.271915864673222,10
"769","M",0.661504848288313,0.513721701834468,0.156097993039215,1.29990712895686,0.657959015483688,0.290564507782353,0.29100312317474,12
"770","I",0.501548054861852,0.39428853613246,0.11450786628235,0.707523476195603,0.292213712865062,0.139462874310104,0.166007947112334,9
"771","I",0.512965078547672,0.381020662780463,0.130301941483712,0.600776082823342,0.307097017434448,0.150564289062793,0.169218564417628,8
"772","I",0.356684310644537,0.278437301371549,0.0927402197987902,0.185656273917777,0.0742086342492267,0.0494186248390947,0.0579358284225452,9
"773","I",0.329358079135449,0.265687410498277,0.0731623083755789,0.198626727832719,0.0627932262794672,0.0348287262441883,0.0440332660320841,7
"774","F",0.521055817639605,0.408791675970257,0.131405267438479,0.831754053528518,0.368765853148738,0.178684537830709,0.265262990736092,16
"775","M",0.644164124969087,0.509774270906786,0.164039104286276,1.34645294071357,0.628282968008589,0.303140405596155,0.327230228116675,10
"776","I",0.513730384581361,0.372475321501922,0.124879928675619,0.455938476556553,0.204862187653505,0.105203650121283,0.169745731875036,8
"777","F",0.544017770041516,0.422567990305789,0.141537365738772,0.75047443536561,0.378805124900693,0.13421287723784,0.221644534048412,9
"778","M",0.65293582331735,0.504087915252849,0.144265580635792,1.24313967292151,0.654189724748297,0.257640167017969,0.37294274790263,10
"779","F",0.670920422980911,0.517837873864903,0.175177419119902,1.71082068656882,0.704462938941614,0.400317439674491,0.411945793327047,11
"780","M",0.574005287106615,0.466740077834338,0.153355946539286,1.25364970223885,0.662326452373533,0.224920529395184,0.285459207104961,10
"781","M",0.61072386558975,0.499654483828954,0.171336596836745,1.11568428779285,0.529714979848717,0.250768912492768,0.338722473633452,10
"782","I",0.165164074487331,0.131253107263217,0.0665742126922947,0.0291847609112297,0.0145278900349656,0.00621988864523484,0.0107628922494466,4
"783","I",0.459990355682357,0.333006777135939,0.117530253576387,0.450167408542233,0.240323035131703,0.0692559863400616,0.0886146229828939,8
"784","I",0.454730157953597,0.299228610842562,0.124998876557789,0.450025085353381,0.162664730978955,0.116244751550337,0.136525511208457,12
"785","F",0.588039162868367,0.478987979245172,0.160225165564709,0.967830688235754,0.388145399990578,0.183280864357496,0.26244770877792,10
"786","I",0.377544063342468,0.277675863909596,0.102988911470221,0.284340323271289,0.119244364340209,0.053476542619548,0.0775689074703009,6
"787","F",0.498210992915552,0.404365230513057,0.13471052394557,0.741561783357909,0.26398831107689,0.0947402308242835,0.279379021121307,18
"788","M",0.677040616236674,0.549878593662303,0.1875329136301,1.72377476381408,0.693117466621357,0.41905576464796,0.45745092516492,10
"789","M",0.608789248357711,0.473652345399953,0.147900398876926,1.05810545970504,0.633222089690267,0.223724855542275,0.308819481891347,11
"790","M",0.599209670908683,0.463609145598514,0.151561397608181,0.92599343153373,0.415158533628065,0.218013656096055,0.335928664100603,12
"791","I",0.413154842409756,0.340853040375709,0.097951388076538,0.320561775729411,0.140672203755679,0.068241477015195,0.101290563536303,7
"792","M",0.574455359639306,0.461653066987913,0.153880930164726,0.852649565727027,0.337346171749454,0.129507409799183,0.344227639400095,15
"793","I",0.337028083954944,0.259028923204516,0.0772444568278963,0.203633456244767,0.0678366439684601,0.0383301210286363,0.209913934737109,7
"794","M",0.649356026351529,0.506010666674893,0.170925203478833,1.15153369868381,0.491924461531676,0.285775339392564,0.332325180495322,10
"795","F",0.613890003594977,0.472181842167748,0.178979748136054,1.00327387763777,0.464765362312851,0.205935041322145,0.300826881921053,9
"796","I",0.470194125717308,0.352902383657461,0.102162573773989,0.584521669974241,0.226624513820457,0.125246678805075,0.140827919970792,7
"797","I",0.348353589750226,0.254274679930271,0.088297246181476,0.191355370261436,0.0826113261802302,0.0467240650382569,0.0747033727341783,10
"798","I",0.344098957798851,0.251045368916277,0.0760184084016797,0.198306306539266,0.0850120400431733,0.0428151857371105,0.045139342828085,5
"799","M",0.465522599864884,0.355247024425847,0.129581888206254,0.542318290966468,0.198891827645701,0.161164164429004,0.138565883299649,11
"800","I",0.417704620645244,0.333423411182607,0.0995259594514927,0.361983874792073,0.123321911842111,0.0654495412374225,0.0963563302405462,6
"801","M",0.49932398332969,0.395279256939335,0.109972439672327,0.535419584929144,0.210732521432709,0.0858231218081841,0.210414828947672,12
"802","M",0.514211494050825,0.40393909959393,0.128299023030944,0.814810838196081,0.353379330743067,0.146934054668683,0.163020827392717,8
"803","I",0.438599997553444,0.36217837856842,0.102963759113701,0.479610692422508,0.252611878993273,0.0911008715311483,0.127395827145769,8
"804","M",0.639253439269,0.494956412785098,0.18615676853356,1.48857015855675,0.700436607119852,0.460060969954288,0.326354418026101,9
"805","F",0.57604968872267,0.424625353901506,0.14311997181567,0.827973766290152,0.326945131338846,0.253012661547096,0.243824548989241,9
"806","F",0.637706283092628,0.549064653455417,0.202295651397513,1.44925593849542,0.539734394948741,0.309379338555175,0.437296141500153,10
"807","I",0.26676751802304,0.19527593200517,0.071480256773829,0.10350026841474,0.0460730041108076,0.0176716810883189,0.0285748540912623,6
"808","I",0.476111713015668,0.348437235620761,0.115802081496713,0.486767107173682,0.189901765944703,0.085962574630236,0.102011784095957,8
"809","F",0.397333051191737,0.299500420014322,0.0941011318457642,0.266759257538736,0.141152501450441,0.0614966821011208,0.094539031872487,6
"810","M",0.31634609963762,0.257281910214387,0.07261333109865,0.179912821182154,0.0543498463269086,0.0324825022121647,0.0408788738520567,6
"811","F",0.561058373675516,0.431606568691707,0.16310828223181,0.864797744253819,0.353143940941667,0.174881594937287,0.266118428701739,10
"812","M",0.561807787606137,0.432915885147989,0.148418000425859,0.848457456205406,0.373175018374703,0.207821405331752,0.240021604284763,8
"813","I",0.225176979236084,0.199761856638448,0.0625517762763415,0.0915967581535895,0.0092478040504661,0.016176016510691,0.0328040809640265,7
"814","F",0.434651429416499,0.346515485415102,0.12106382062215,0.450029303665519,0.214026859580729,0.0888475074284469,0.126214849522358,8
"815","M",0.578165751434102,0.430705825376139,0.120563037287338,0.6637251837902,0.298241138912633,0.117626221221418,0.270163876487861,12
"816","I",0.363832476174301,0.279599358304514,0.0789682185784241,0.227258816649056,0.0967131655313861,0.0440197641635811,0.0613988640627618,6
"817","F",0.634410195863712,0.496104398747548,0.145953806133975,1.17470636567992,0.548672850729992,0.270502036809384,0.320903899687315,12
"818","I",0.193952372306551,0.136291531113664,0.0511413015002838,0.0351918776025209,0.0152449564547037,0.00923709744250311,0.0167586680889748,4
"819","M",0.571781534395265,0.454629822189978,0.135458623197248,0.889588275159832,0.399669689046995,0.167525082143229,0.224372306216427,8
"820","I",0.35098208828296,0.254236477264408,0.0864431774540749,0.172157369603776,0.0779619068052405,0.0477197464070392,0.0483105380350596,6
"821","F",0.72737797585564,0.555065045159213,0.212907622582875,1.61229353513235,0.85324986704875,0.407545040566832,0.484762383939195,11
"822","M",0.338157407142607,0.27369622994709,0.0895927172219666,0.174656557229888,0.0687305484834495,0.0309933417241498,0.0773884541714892,6
"823","F",0.55690454394632,0.379922572774872,0.130676473563094,0.684441772166516,0.356195722199341,0.122855640009662,0.197887516187318,11
"824","F",0.505258353614978,0.394109283181216,0.109558009124231,0.630874478860052,0.273812964555953,0.13768357502746,0.210004448084115,11
"825","I",0.363543884831244,0.25109680052652,0.0954883930138627,0.241538077910671,0.1151724390193,0.0483119662163404,0.0797356504098201,10
"826","I",0.489382402180941,0.401484851332075,0.117755807590129,0.715260335878875,0.33242784462996,0.101560548081978,0.192382312965364,9
"827","I",0.350759126897899,0.249783079456824,0.0833974081006823,0.213274359769974,0.0820206891234372,0.0468327980644908,0.0678321075195027,10
"828","M",0.409156249223234,0.306416429031668,0.125278757308611,0.39445509531188,0.18609539342723,0.0974492514573641,0.125191355274549,7
"829","I",0.519643929730601,0.41589968178072,0.105645758051616,0.698270539983822,0.250951022930735,0.128438871447173,0.172038816293077,10
"830","M",0.645872118858149,0.518691885959476,0.166923242014805,1.3888871596505,0.764420804793398,0.372234416866004,0.502573036324971,9
"831","I",0.581960447734455,0.470647449862818,0.133941845972316,0.763314153742306,0.362453917175865,0.152644500895557,0.244655257353739,8
"832","M",0.6345876700465,0.498529741097947,0.151895132807616,1.42902774437319,0.611527423449909,0.350764149069636,0.345143908266752,13
"833","I",0.459416029472064,0.366875587836924,0.105275851188737,0.459629819487707,0.236464105694541,0.119788020943191,0.168452013456684,8
"834","M",0.299473443870492,0.230934593082754,0.0695829038071795,0.106685076969286,0.0405511530836837,0.0154702193218653,0.0341118600834659,6
"835","I",0.391252670550123,0.293259151101,0.0839351943502593,0.29722041769044,0.0903139218662639,0.030267963849037,0.0934286608164792,7
"836","I",0.430258600178561,0.330337355792181,0.0920564323707556,0.359976668049455,0.180576482884601,0.0882460947520178,0.101678894884733,7
"837","M",0.659226278774909,0.485704008468603,0.165800163777041,1.28996476416665,0.606768616877369,0.291256322441147,0.327607428249822,9
"838","M",0.575140596687558,0.476700742971978,0.183218440218984,1.06608236908409,0.426520999161219,0.222538750247618,0.432495814923023,16
"839","F",0.534973844743162,0.432431555162477,0.117158267654996,0.707840525345689,0.385730310486779,0.143615636827593,0.221385218372562,9
"840","I",0.342331684878004,0.275700759219459,0.0943983654076166,0.209207313056585,0.103704174581446,0.049898262352809,0.0592353541725729,6
"841","I",0.370907872735609,0.256919164151724,0.0818417653165757,0.182878968343094,0.078496518911829,0.0434375788020243,0.0585868169689888,7
"842","F",0.673029652924866,0.556140524348082,0.183382297607029,1.86828744171946,0.676230432915558,0.427621915745376,0.446014581981945,19
"843","F",0.652629759627048,0.522643345642511,0.144086332801326,1.45543079203346,0.491429077495308,0.318623492087564,0.585417010950772,13
"844","F",0.730789142735484,0.560952380723952,0.20443654038841,1.74527543573127,0.902489464680873,0.313463440060541,0.458029516132493,12
"845","F",0.455115711571154,0.374663511678856,0.124778114983138,0.518271538055087,0.239273852754117,0.103218029404428,0.157721856384509,13
"846","I",0.289944133065205,0.197465553266956,0.0718988464728424,0.112122785432653,0.0772535251168793,0.0228510855192912,0.0437836565306005,5
"847","F",0.52085706001703,0.381786637881981,0.146791329950233,0.806862922498161,0.294350586371042,0.203796292828584,0.209779521655897,10
"848","I",0.384951228545684,0.304986272784536,0.0984233282738605,0.301211645363461,0.131609677456405,0.0610105110893286,0.0862192751419472,7
"849","F",0.526420726879893,0.409737155956676,0.164643836844492,0.799581815920508,0.267607463821812,0.166927067549622,0.242532949682137,19
"850","F",0.537273714605864,0.45678607630709,0.153326711428423,0.797480729600157,0.361517520814992,0.152444381631911,0.236363606757483,12
"851","M",0.602867961044723,0.484245762625743,0.173877625357368,1.10696473067002,0.488574023123964,0.264085883079092,0.327748072956605,11
"852","F",0.50486891917918,0.413233470662226,0.160432261757272,0.791677639219618,0.303715718188767,0.175840068290201,0.210366445275502,9
"853","I",0.439090139849398,0.357195783683443,0.0996953920939844,0.4044598851052,0.192391625712686,0.102406804360693,0.0988045009668672,7
"854","F",0.628038497151473,0.469883996346419,0.177217135441225,1.27533057230395,0.666332899149355,0.368916450322359,0.403193842490507,10
"855","M",0.618021370386342,0.507676467653924,0.176977347912874,1.22271806633386,0.498240914023366,0.234451186916027,0.399824779147068,12
"856","I",0.559071431334034,0.450245513590198,0.152605909976242,0.848210545174808,0.469821709677496,0.227408308704856,0.239419589912803,13
"857","M",0.604021568502505,0.45543658612329,0.155390271147838,1.01668199240781,0.515526761235156,0.250023931901466,0.252160338418736,9
"858","M",0.432738794500679,0.38214593470912,0.134114820155256,0.739234406191577,0.240542189123633,0.145663476100024,0.263714323137909,10
"859","I",0.424298026998904,0.324717582195962,0.122904000781423,0.386426790117773,0.168508244963366,0.0855351055380402,0.115093664787345,8
"860","M",0.662259249863788,0.523155846443175,0.172733281037478,1.79134054879173,0.758566644639899,0.410906470497512,0.469736184346652,11
"861","M",0.602245806281842,0.483011152141642,0.145439111778656,1.00300153474568,0.420054922121582,0.203279122258088,0.322817330472795,10
"862","M",0.600395980822461,0.457826812013897,0.165023412975153,1.04139819784199,0.515770734904662,0.242760215282224,0.271916095478356,9
"863","M",0.624414157308218,0.493944576274948,0.161299764533522,1.10142899837262,0.509435259408058,0.190569490195862,0.344081666878618,9
"864","I",0.541176721663031,0.439232015307979,0.145358569533956,0.747603643119861,0.290021960881306,0.185706890277643,0.261963801196529,11
"865","M",0.582592626448577,0.461898449758432,0.134933851946389,0.95250468498905,0.448565496125277,0.184099380733628,0.276720712275732,9
"866","F",0.722867077294576,0.572819271337992,0.216739457831055,2.02405581171711,0.75978668913633,0.449199021313216,0.455219088830918,13
"867","F",0.671176322846494,0.51808625398338,0.186285149039884,1.49396758874149,0.492237753996358,0.32255357685381,0.465839846198022,16
"868","I",0.541905125462497,0.393347810435807,0.13715020910683,0.696574221255,0.260165372162546,0.0942614151988771,0.188601421400923,9
"869","F",0.535952843792927,0.404349122347068,0.138453526397362,0.5223915271654,0.225385251882792,0.131973988048744,0.159834546072056,11
"870","M",0.575604108298154,0.422524209012396,0.139206148381253,0.953489615459142,0.434474679344824,0.221166626822268,0.260342915481678,9
"871","I",0.358138414350922,0.267233447318034,0.114265766490908,0.208988681147792,0.0782325298350296,0.0425199526915296,0.0733462661225211,9
"872","F",0.529302244410037,0.395113206381652,0.119495239581011,0.598354819996812,0.237636999582144,0.135437793993281,0.161712806921657,8
"873","M",0.64882509881227,0.519684219698542,0.183346643489993,1.45481458095203,0.682750232724065,0.352837501446834,0.409081886933621,9
"874","I",0.369373116608139,0.282520667159651,0.091125954856877,0.260666202420899,0.130614986176448,0.0532212082672725,0.0700366255629234,6
"875","M",0.478497574831236,0.332836203848808,0.115155923577357,0.442885024456564,0.213706987782143,0.098554774989889,0.119892707284505,9
"876","F",0.494679354655204,0.378578673195284,0.125933299417694,0.643216492193767,0.335834040849135,0.186158872252736,0.172821522197089,10
"877","I",0.544760183165302,0.440515792617974,0.159979063048239,0.857430600054264,0.351629530516907,0.180410758950742,0.319880904957195,14
"878","M",0.518167088568989,0.376300030191828,0.153142535829288,0.980033964101426,0.428702864837333,0.242916588201141,0.270065588500397,9
"879","F",0.654325278553399,0.499669385188535,0.166007591221645,1.32927312703266,0.566958481853162,0.324989604687474,0.530611597125771,15
"880","I",0.206515057646513,0.153251840806414,0.0518811768937836,0.0476149047269587,0.0301080466041088,0.00107710084664059,0.0269323357046885,4
"881","M",0.529161037549703,0.393031447487335,0.13098197178251,0.822562678855034,0.298218672627942,0.176950176577999,0.273712218061444,11
"882","I",0.490108575689139,0.317656469609821,0.100913950084238,0.251921152862515,0.145374840038006,0.0585722004575958,0.158048343322573,6
"883","I",0.47069960426814,0.363667341943661,0.106425483728746,0.565406479953611,0.242002776888467,0.101094995982691,0.148067431599193,8
"884","I",0.354848947807863,0.244157815867137,0.0738605518208932,0.143088463875205,0.0531140544485088,0.0335851611846441,0.0485471215614396,7
"885","F",0.525250835216082,0.404846488651111,0.155586992547954,0.798199102267342,0.227983026328903,0.160207788546668,0.227713844045998,16
"886","F",0.502297615837948,0.37400529253021,0.160764520875451,1.01694794695854,0.485526232711504,0.239538402750768,0.250888628933565,9
"887","M",0.568394562300367,0.4423157204544,0.175476423845846,1.2544442494806,0.293576276121114,0.251014796087623,0.281566188893397,12
"888","I",0.431207364967215,0.32255350897834,0.112585934471445,0.34792393507932,0.16014664156166,0.0835077163810966,0.0892017806023794,7
"889","F",0.706327570487413,0.572281716986677,0.173375225332851,1.56986382048721,0.618405645435064,0.373343343671843,0.437900185110331,11
"890","F",0.506198061058108,0.415040078887211,0.15714485808884,0.836171247131334,0.313708164572404,0.207852016396559,0.224404662172926,15
"891","M",0.672953172374793,0.621186513649573,0.195229271493979,1.89670710852684,1.19072469747566,0.21706663645344,0.692926898654309,12
"892","F",0.565032059885551,0.409375621699908,0.144354952027011,0.766556321725475,0.362419582844501,0.197172915016376,0.204699038996503,7
"893","I",0.588406401547064,0.45328930849018,0.147740956191548,0.885571844729568,0.355017196371799,0.223581782573218,0.254726722354081,8
"894","M",0.495417783799014,0.391906831196828,0.127460408440049,0.459059379850153,0.18322337126021,0.105992696424342,0.157336459857928,8
"895","I",0.281977813525166,0.225468033191441,0.0618942464868873,0.0890364698471635,0.0259722790138212,0.024006075586982,0.0300581975951925,5
"896","F",0.624092118213373,0.502128051274815,0.154412734035932,1.28749074745711,0.579133130609559,0.295743001884494,0.322038168277143,10
"897","I",0.439960919793767,0.319156204369157,0.118912185372438,0.564399313655721,0.257057336024785,0.106048653943131,0.107046479487351,8
"898","I",0.438910768239548,0.339116146866305,0.108228531492086,0.347908971079941,0.156375115463812,0.0621276926830905,0.1022886378614,7
"899","I",0.50891132312832,0.408753258985273,0.120986248439713,0.589440792204982,0.272089404265377,0.146168818241198,0.205175136742865,9
"900","M",0.448103206452182,0.322170233169728,0.116043049869633,0.437772377957017,0.257844814790703,0.088723988225523,0.0995635241139343,7
"901","F",0.607149276727276,0.485470932995591,0.148461351067348,0.936575211783058,0.410581769842871,0.176685864882386,0.284660103365382,10
"902","M",0.599196479031035,0.460178724698441,0.153028132641956,0.916247920488907,0.388914463092208,0.251168191274543,0.334184759038968,14
"903","F",0.555799607835894,0.449986347149803,0.154597250818601,0.945583037858018,0.285370690866761,0.189308379032265,0.335034449852303,10
"904","I",0.303401376109421,0.258153893126471,0.0805118029103696,0.211538681812277,0.0727503817596943,0.0404729798554114,0.0614912922628165,6
"905","I",0.577793040608915,0.492103475005757,0.115487400607181,0.989322328749035,0.443863260547623,0.10624065257866,0.220987054543348,9
"906","F",0.724050125112866,0.57447627306506,0.178277209605109,1.49209517022206,0.601130886028022,0.380251350108667,0.448672052990849,12
"907","M",0.327753148945487,0.246200391328574,0.0856887721337313,0.174648766090365,0.0642242374757078,0.0333633131258935,0.0547230424761784,7
"908","F",0.482367349713872,0.424259208493697,0.144804448519742,0.851838569271882,0.309658953891355,0.151481590133786,0.275565791533092,14
"909","F",0.516264148462586,0.409115740326082,0.147947508607803,0.763483213244145,0.321956544395502,0.136082006564407,0.227933791710286,10
